ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle.1
Millard_Fillmore,Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,yes,easy,easy,S08_set3_a3,
Millard_Fillmore,"Did he die at 11:10 p.m. on March 8, 1874, of the after-effects of a stroke?",yes,easy,easy,S08_set3_a3,
Millard_Fillmore,Who got Seward elected to the senate?,weed,medium,medium,S08_set3_a3,
Millard_Fillmore,Where was Commodore Matthew C. Perry sent to open Japan to Western trade?,japan,medium,medium,S08_set3_a3,
Millard_Fillmore,What is The Remarkable Millard Fillmore?,a fake biography based on real events that happened in fillmore's life,medium,medium,S08_set3_a3,
Millard_Fillmore,Did Fillmore form a law partnership before or after he founded the private University of Buffalo?,before,hard,hard,S08_set3_a3,
Millard_Fillmore,Did Fillmore run for President a second time?,yes,hard,medium,S08_set3_a3,
Millard_Fillmore,How long after the death of his first wife did Fillmore marry Caroline McIntosh?,where is the death date of his first wife?,hard,too hard,S08_set3_a3,
Millard_Fillmore,Was Millard Fillmore the thirteenth President of the United States?,yes,easy,easy,S08_set3_a3,
Millard_Fillmore,"Was Millard Fillmore born on January 7, 1800?",yes,easy,medium,S08_set3_a3,
Millard_Fillmore,"Did Millard Fillmore die on March 8, 1974?",no,easy,easy,S08_set3_a3,
Millard_Fillmore,Where was Millard Fillmore born?,"in a log cabin in summerhill, new york",medium,easy,S08_set3_a3,
Millard_Fillmore,To whom was Millard Fillmore born to?,to nathaniel and phoebe millard fillmore,medium,easy,S08_set3_a3,
Millard_Fillmore,Who did Millard Fillmore fall in love with?,he fell in love with abigail powers,medium,easy,S08_set3_a3,
Millard_Fillmore,What did Taylor and Fillmore disagree upon?,slavory issues,hard,easy,S08_set3_a3,
Millard_Fillmore,How did Fillmore ascend to the presidency?,"upon the death of the sitting president, taylor",hard,medium,S08_set3_a3,
Millard_Fillmore,How did the supporters of Henry Clay feel about Fillmore in 1848?,they were ok with him,hard,too hard,S08_set3_a3,
Millard_Fillmore,Who was first apprenticed to a fuller to learn the cloth-making trade?,millard fillmore,,easy,S08_set3_a3,
Millard_Fillmore,He founded the private university of buffalo on what date?,1846,,easy,S08_set3_a3,
Millard_Fillmore,Who or what fell in love with abigail powers?,millard fillmore,,easy,S08_set3_a3,
Millard_Fillmore,Was Fillmore one of the founders of the University of Buffalo?,yes,,easy,S08_set3_a3,
Millard_Fillmore,Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?,yes,,easy,S08_set3_a3,
Millard_Fillmore,"Was Fillmore the second Chancellor, a position he maintained while both Vice President and President?",no,,easy,S08_set3_a3,
Millard_Fillmore,Is Fillmore the first of two presidents to have been an indentured servant ?,yes,,easy,S08_set3_a3,
Millard_Fillmore,Is the comic strip Mallard Fillmore named after the president ?,yes,,easy,S08_set3_a3,
Millard_Fillmore,Was Fillmore the first U.S. President born after the death of a former president ?,yes,,easy,S08_set3_a3,
Millard_Fillmore,"Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ?",no,,easy,S08_set3_a3,
Millard_Fillmore,"What happened in a log cabin in summerhill , new york?",fillmore was born,,easy,S08_set3_a3,
Nikola_Tesla,"Who was born precisely at midnight during an electrical storm , to a Serbian family in the village of Smiljan near Gospić , in the Lika region of the Croatian Krajina in Military Frontier ( part of the Austrian Empire ) , in the present-day Croatia . ?",nikola tesla,,easy,S08_set4_a3,
Nikola_Tesla,Are there at least two films describing Tesla 's life ?,yes,,easy,S08_set4_a3,
Nikola_Tesla,Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?,yes,,easy,S08_set4_a3,
otter,Do sea otters have long muscular tails?,no,easy,medium,S08_set1_a7,
otter,Can otters survive in cold water?,yes,easy,medium,S08_set1_a7,
otter,Does the giant otter inhabit South Africa?,no,easy,easy,S08_set1_a7,
otter,How many species of otter are there?,13,medium,easy,S08_set1_a7,
otter,What do river otters eat?,"a variety of fish and shellfish, as well as small land mammals and birds",medium,easy,S08_set1_a7,
otter,How much do sea otters weigh?,30 kg (about 65 pounds),medium,easy,S08_set1_a7,
otter,How do sea otters insulate themselves?,a layer of air trapped in their fur(!),hard,hard,S08_set1_a7,
otter,Why are sea otters nearly extinct?,they've been hunted for their fur,hard,hard,S08_set1_a7,
otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,roadkill deaths,hard,hard,S08_set1_a7,
otter,Is otter a kind of mammal?,yes,easy,easy,S08_set1_a7,
otter,How many species and genera does otter have?,13 species and 7 genera,easy,easy,S08_set1_a7,
otter,Do otters live in water?,yes,easy,hard,S08_set1_a7,
otter,Where do sea otters live?,sea otters (enhydra lutris) live along the pacific coast of north america ,medium,easy,S08_set1_a7,
otter,"Where does the word ""otter"" derive from?","the word ""otter"" derives from the old english word otr, otor or oter ",medium,easy,S08_set1_a7,
otter,Does otter give birth or lay egg?,give birth,hard,too hard,S08_set1_a7,
otter,What drives sea otter almost to extinction?,humans hunted them almost to extinction ,hard,medium,S08_set1_a7,
otter,Why otters are considered as totem animals?,"the time of year associated with this is also associated with the aquarius sign of the zodiac, through which the sun passes january 20-february 19 ",hard,hard,S08_set1_a7,
otter,Do sea otters live along the Pacific coast?,yes,easy,easy,S08_set1_a7,
otter,Are otters totem animals?,yes,easy,easy,S08_set1_a7,
otter,Are otters herbivores?,no,easy,easy,S08_set1_a7,
otter,What is the primary item in an otter's diet?,fish,medium,medium,S08_set1_a7,
otter,What is an otter's den called?,holt,medium,medium,S08_set1_a7,
otter,Why is the giant otter becoming increasingly rare?,"poaching, habitat loss, and toxins in gold mining  ",medium,hard,S08_set1_a7,
otter,How do otters keep themselves warm without blubber?,a layer of air trapped in their fur  ,hard,hard,S08_set1_a7,
otter,How are otters playful animals?,"the slide down snowy slopes, apparently for sheer enjoyment  ",hard,hard,S08_set1_a7,
otter,What animals are related to otters?,"weasels, polecats, and badgers",hard,hard,S08_set1_a7,
otter,"What traps a layer of air, and keeps them dry and warm under water?",long guard hair,,medium,S08_set1_a7,
otter,The collective noun romp is sometimes used for a group of what?,otters,,medium,S08_set1_a7,
otter,Is it true that otters eat a variety of fish?,yes,,medium,S08_set1_a7,
otter,Are otters playful animals?,yes,,easy,S08_set1_a7,
otter,Are otters very active?,yes,,easy,S08_set1_a7,
otter,Are male otters dog-otters?,yes,,easy,S08_set1_a7,
otter,An otter 's den is what?,a holt,,medium,S08_set1_a7,
otter,Sea otters eat what?,shellfish and other invertebrates,,medium,S08_set1_a7,
otter,Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?,yes,,easy,S08_set1_a7,
otter,"Are Male otters dog-otters , females are bitches and babies are cubs or pups ?",yes,,easy,S08_set1_a7,
otter,Is an otter 's den called a holt ?,yes,,easy,S08_set1_a7,
otter,"Have most otters fish as the primary item in their diet , supplemented by frogs , crayfish and crabs ?",yes,,easy,S08_set1_a7,
penguin,Do penguins feed on krill?,yes,easy,easy,S08_set1_a3,
penguin,What is the largest living species of penguin?,emperor penguin,easy,medium,S08_set1_a3,
penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy,S08_set1_a3,
penguin,"What is ""tobogganing""?",when penguins slide on their bellies across the snow,medium,hard,S08_set1_a3,
penguin,Why are penguins countershaded?,for camouflage,medium,hard,S08_set1_a3,
penguin,Are penguins afraid of humans?,no,medium,medium,S08_set1_a3,
penguin,How much time to penguins spend on land?,half of their life,hard,hard,S08_set1_a3,
penguin,How many species of penguins are there?,between 17 and 20 living species,hard,medium,S08_set1_a3,
penguin,How are Isabelline penguins different from most penguins?,they have brown rather than black plumage,hard,hard,S08_set1_a3,
penguin,Are penguins birds?,yes,easy,easy,S08_set1_a3,
penguin,Do penguins have a better than average sense of hearing for birds?,yes,easy,easy,S08_set1_a3,
penguin,"Are penguins considered ""higher waterbirds""?",yes,easy,easy,S08_set1_a3,
penguin,What order do penguins belong to?,sphenisciformes,medium,medium,S08_set1_a3,
penguin,How tall were the tallest prehistoric penguins?,180 meters,medium,medium,S08_set1_a3,
penguin,What makes penguins so agile in the water?,their wings have become flippers,hard,hard,S08_set1_a3,
penguin,"Why do penguins ""tobaggan""?",it conserves energy while moving quickly,hard,hard,S08_set1_a3,
penguin,Who spend half of their life on land and half in the oceans?,penguins,,medium,S08_set1_a3,
penguin,What is also the distance that Antarctic tourists are told to keep from penguins?,3 meters,,medium,S08_set1_a3,
penguin,"What have become flippers, useless for flight in the air?",penguins' wings,,medium,S08_set1_a3,
penguin,What happens when mothers lose a chick?,"they sometimes attempt to ""steal"" another chick",,medium,S08_set1_a3,
penguin,Is it true that each penguin gets a turn in the center?,yes,,easy,S08_set1_a3,
penguin,Are all penguins countershaded?,yes,,easy,S08_set1_a3,
penguin,Are penguins astonishingly agile?,in the water they are,,easy,S08_set1_a3,
penguin,Are penguins at risk?,yes,,easy,S08_set1_a3,
penguin,"Is it also possible that penguin comes from the Latin pinguis , fat ?",yes,,easy,S08_set1_a3,
penguin,Have penguins an average sense of hearing for birds ?,yes,,easy,S08_set1_a3,
penguin,Can larger penguins dive deep in case of need ?,yes,,easy,S08_set1_a3,
penguin,"Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?",yes,,easy,S08_set1_a3,
penguin,"Is it not even known whether the gigantic palaeeudyptines constitute a monophyletic lineage , or whether gigantism was evolved independently in a much restricted Palaeeudyptinae and the Anthropornithinae ?",it is not even known,,medium,S08_set1_a3,
penguin,Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?,yes,,easy,S08_set1_a3,
penguin,"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?",yes,,easy,S08_set1_a3,
penguin,What happened in a region not quite 2000 km south of the equator 35 mya?,at least one giant penguin,,medium,S08_set1_a3,
polar_bear,What is the last word on the page?,connecticut,easy,too easy,S08_set1_a4,
polar_bear,Is polar bear a mammal?,yes,easy,easy,S08_set1_a4,
polar_bear,Is polar bear a carnivore?,yes,easy,easy,S08_set1_a4,
polar_bear,What is largest polar bear on record?,2200 lb,medium,medium,S08_set1_a4,
polar_bear,What is polar bear's skin color?,white or cream,medium,easy,S08_set1_a4,
polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,S08_set1_a4,
polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,hard,medium,S08_set1_a4,
polar_bear,Why polar bear is a special species?,"the world conservation union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in may 2006 their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced",hard,too hard,S08_set1_a4,
polar_bear,What do fossil and DNA evidence tell us?,the polar bear diverged from the brown bear about 200 thousand years ago,hard,medium,S08_set1_a4,
polar_bear,Does a polar bear live in the Arctic?,yes,easy,easy,S08_set1_a4,
polar_bear,Is a polar bear white in color?,yes,easy,medium,S08_set1_a4,
polar_bear,Is a polar bear at high risk of extinction?,yes,easy,easy,S08_set1_a4,
polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),medium,medium,S08_set1_a4,
polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb) ,medium,medium,S08_set1_a4,
polar_bear,What does a polar bear's fur provide?,it provides the animal with effective camouflage,medium,medium,S08_set1_a4,
polar_bear,Do female polar bears weight more than the male?,no,hard,medium,S08_set1_a4,
polar_bear,How much weight do female polar bears gain during pregnancy?,they gain double their weight,hard,medium,S08_set1_a4,
polar_bear,Can polar bears be seen under infrared photography?,polar bears are nearly invisible under infrared photography,hard,easy,S08_set1_a4,
polar_bear,What is actually black in color?,a polar bear's skin,,medium,S08_set1_a4,
polar_bear,What insulate it against the cold?,its think blubber and fur,,medium,S08_set1_a4,
polar_bear,What includes a lengthy justification of why this species is listed as vulnerable?,database entry,,medium,S08_set1_a4,
polar_bear,What do with greenpeace and the natural resources defense council have in common?,they filed lawsuits in california,,medium,S08_set1_a4,
polar_bear,Are studies insufficient evidence for global protection?,it is arguable,,medium,S08_set1_a4,
polar_bear,Are polar bears excellent swimmers?,yes,,easy,S08_set1_a4,
polar_bear,"A semi-aquatic marine mammal , the polar bear has what?","it has adapted for life on a combination of land, sea, and ice",,medium,S08_set1_a4,
polar_bear,Garbage is what?,"garbage is now recycled or transported to thompson, manitoba",,medium,S08_set1_a4,
polar_bear,The bears sometimes what?,they sometimes have problems with various skin diseases with dermatitis caused sometimes by mites or other parasites,,medium,S08_set1_a4,
polar_bear,Is the Polar Bear the mascot of Bowdoin college ?,yes,,easy,S08_set1_a4,
polar_bear,Have thumbpolar bears been made both controversial and famous for their distinctive white fur and their habitat ?,yes,,easy,S08_set1_a4,
polar_bear,"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the U.S. Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ?",no,,easy,S08_set1_a4,
polar_bear,Are Cubs born in December without awakening the mother ?,yes,,easy,S08_set1_a4,
Qatar,Does Qatar rank as the eighth richest country in the world per capita?,no,easy,easy,S08_set2_a3,
Qatar,Do nearly all Qataris profess Islam?,yes,easy,easy,S08_set2_a3,
Qatar,Can women legally drive in Qatar?,yes,easy,easy,S08_set2_a3,
Qatar,When did Qatar become an independent state?,"september 3, 1971",medium,medium,S08_set2_a3,
Qatar,Where is Qatar's telecommunication system centered?,doha,medium,medium,S08_set2_a3,
Qatar,Where did a suicide-bombing kill a teacher in 2005?,at the doha players theatre,medium,medium,S08_set2_a3,
Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,yes,hard,hard,S08_set2_a3,
Qatar,What is the Arabic word for municipalities?,baladiyah,hard,hard,S08_set2_a3,
Qatar,What universities are in Education City?,"carnegie mellon university, georgetown university school of foreign service, texas a&m university, virginia commonwealth university, and cornell university's weill medical college",hard,hard,S08_set2_a3,
Qatar,What carried with it a tacit recognition of Qatar's status as distinct from Bahrain?,the british protectorate (per colonel lewis pelly) asking to negotiate with a representative from qatar after bahrain's violation of the 1820 anglo-bahraini treaty,,hard,S08_set2_a3,
Qatar,Qatar became an independent sovereign state in what year?,"on september 3, 1971",,medium,S08_set2_a3,
Qatar,"What consists of a low, barren plain, covered with sand?",much of the country,,medium,S08_set2_a3,
Qatar,How do qatar and the wider region relate?,qatar is aiming to become a role model for economic and social transformation in the region large scale investment in all social and economic sectors will also lead to the development of a strong financial market,,too hard,S08_set2_a3,
Qatar,Was Qatar University founded in 1973?,yes,,medium,S08_set2_a3,
Qatar,Is Qatar bordered by Saudi Arabia to the south?,yes,,easy,S08_set2_a3,
Qatar,What bordered by Saudi?,qatar,,medium,S08_set2_a3,
Qatar,Who served as the headquarters and one of the main launching sites of the US invasion of Iraq in 2003 ?,qatar,,medium,S08_set2_a3,
Qatar,Has Qatar a modern Telecommunication system centered in Doha ?,yes,,easy,S08_set2_a3,
Qatar,Was Qatar University founded in 1973 ?,yes,,easy,S08_set2_a3,
Qatar,"Did the Qataris not choose as their negotiator the respected entrepreneur and long-time resident of Doha , Muhammed bin Thani ?",yes,,easy,S08_set2_a3,
Qatar,Will oil and gas probably remain the backbone of Qatar 's economy for some time to come ?,yes,,easy,S08_set2_a3,
Qatar,"Has it been created with a long term perspective to support the development of Qatar and the wider region , develop local and regional markets , and strengthen the links between the energy based economies and global financial markets ?",yes,,easy,S08_set2_a3,
Qatar,What happened in these positions in english?,these allophones cannot occur there,,medium,S08_set2_a3,
Qatar,Can these allophones not occur in these positions in english?,yes,,easy,S08_set2_a3,
Qatar,"Is -RRB- , officially the state of qatar -LRB- arabic (: : transliterated as dawlat qatar -RRB- , an arab emirate in southwest asia?",yes,,easy,S08_set2_a3,
Romania,Does Romania border Hungary?,yes,easy,medium,S08_set2_a7,
Romania,Is Romania a secular state?,yes,easy,easy,S08_set2_a7,
Romania,Is the president elected by popular vote?,yes,easy,easy,S08_set2_a7,
Romania,How many counties is Romania divided into?,41,medium,medium,S08_set2_a7,
Romania,What is the highest mountain in Romania?,moldoveanu peak,medium,medium,S08_set2_a7,
Romania,What is the official language of Romania?,romanian,medium,medium,S08_set2_a7,
Romania,Is the Romanian economy doing well?,yes,hard,too hard,S08_set2_a7,
Romania,Are there many Roma in Romania?,no,hard,too hard,S08_set2_a7,
Romania,How many territories joined to form Romania?,2,hard,too hard,S08_set2_a7,
Romania,Does Romania share a border with Ukraine?,yes,easy,easy,S08_set2_a7,
Romania,Did Romania declare neutrality during World War I?,yes,easy,easy,S08_set2_a7,
Romania,Does Romania share the same language with Moldova?,yes,easy,easy,S08_set2_a7,
Romania,"Who was the first gymnast to score a perfect ""ten""?",nadia comăneci,medium,medium,S08_set2_a7,
Romania,What is the largest city in Romania?,bucharest,medium,medium,S08_set2_a7,
Romania,What is the largest ethnic minority in Romania?,hungarians,medium,medium,S08_set2_a7,
Romania,How many countries in Europe are bigger than Romania?  ,eleven,hard,hard,S08_set2_a7,
Romania,Why doesn't Romania have a state religion?  ,romania is a secular state,hard,hard,S08_set2_a7,
Romania,Why wasn't Romania neutral during World War II?,it received a soviet ultimatum,hard,hard,S08_set2_a7,
Romania,"Sibiu, a large city in Transylvania, was chosen as European Capital of Culture in what year?",2007,,medium,S08_set2_a7,
Romania,"What are approximately 42,000 years old and have been nicknamed`` John of Anina''?",the remains (the lower jaw) of the oldest modern human,,hard,S08_set2_a7,
Romania,"Is it true that romania has a population of 21,698,181?",yes,,easy,S08_set2_a7,
Romania,What do economy and law have in common?,(not sure how to answer this),,,S08_set2_a7,
Romania,What did Tourism in Romania attract in 2005?,investments worth 400 million euros,,medium,S08_set2_a7,
Romania,Is Romania a semi-presidential unitary state?,yes,,easy,S08_set2_a7,
Romania,Is Romania a semi-presidential democratic republic where executive functions are shared between the president and the prime minister ?,yes,,easy,S08_set2_a7,
Romania,Was Gellu Naum the leader of the surrealist movement in Romania ?,yes,,easy,S08_set2_a7,
Romania,Was the Bucharest Metro only opened in 1979 ?,yes,,easy,S08_set2_a7,
Romania,"Is romania -LRB- , -RRB- a country in southeastern europe?",yes,,easy,S08_set2_a7,
Romania,Is romania a semi-presidential unitary state?,yes,,easy,S08_set2_a7,
Singapore,Do singaporeans enjoy squid?,"yes, they do",easy,easy,S08_set2_a2,
Singapore,Did Singapore's standard of living decrease since independence?,"no, the standard living was raised",easy,medium,S08_set2_a2,
Singapore,Did the media contribute 15.6% to Singapore's GDP in 2001?,"no, it contributed 156% to gdp in 2001",easy,medium,S08_set2_a2,
Singapore,How many people use the bus network daily?,more than 278 million people,medium,easy,S08_set2_a2,
Singapore,Where did Orang Laut people live?,"orang laut people lived around the coast, rivers and smaller islands",medium,easy,S08_set2_a2,
Singapore,What is the MRT?,one of three heavy rail passenger transport lines in singapore,medium,medium,S08_set2_a2,
Singapore,How is Singapore's climate characterized?,singapore has a tropical rainforest climate with no distinctive seasons,hard,medium,S08_set2_a2,
Singapore,How much increase in the media's contribution to GDP is the government seeking?,the government seeks to increase its gdp contribution to 3% by 2012 ,hard,medium,S08_set2_a2,
Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,six days,hard,medium,S08_set2_a2,
Singapore,Is Singapore located at the southern tip of the Korean Penisula?,no,easy,easy,S08_set2_a2,
Singapore,Is Singapore a city-state?,yes,easy,easy,S08_set2_a2,
Singapore,Has Sang Nila Utama visited Singapore?,yes,easy,hard,S08_set2_a2,
Singapore,"What does ""singa"" mean?",lion,medium,medium,S08_set2_a2,
Singapore,When is the first record of S08_settlement in Singapore?,second century ad,medium,easy,S08_set2_a2,
Singapore,Which nation invaded Singapore during World War II?,japan,medium,hard,S08_set2_a2,
Singapore,"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?",the british were defeated in six days,hard,hard,S08_set2_a2,
Singapore,Was Lee Kuan Yew a successful leader of Singapore?,yes,hard,too hard,S08_set2_a2,
Singapore,When did Goh Chok Tong succeed Lee as Prime Minister?,"in 1990, goh chok tong succeeded lee as prime minister",easy,medium,S08_set2_a2,
Singapore,What is the primary domestic source of water supply?,the primary domestic source of water supply in singapore is rainfall,easy,medium,S08_set2_a2,
Singapore,What is the national language of Singapore?,the national language of singapore is malay,easy,medium,S08_set2_a2,
Singapore,Where is the National Orchid Garden?,singapore botanic gardens,medium,medium,S08_set2_a2,
Singapore,Why are relations with Malaysia and Indonesia important?,"due to obvious geographical reasons, relations with malaysia and indonesia are most important",medium,medium,S08_set2_a2,
Singapore,What is the most densely populated independent country in the world?,monaco,medium,hard,S08_set2_a2,
Singapore,Who did Sir Thomas Stamford Raffles work for?,british east india company,hard,hard,S08_set2_a2,
Singapore,When was Lee Kuan Yew prime minister of Singapore?,1959,hard,medium,S08_set2_a2,
Singapore,What is the punishment for first-degree murder?,there are laws which allow capital punishment in singapore for first-degree murder and drug trafficking,hard,hard,S08_set2_a2,
Singapore,What established a trading post on the island in 1819?,british east india company ,,easy,S08_set2_a2,
Singapore,What used Singapore as a strategic trading post along the spice route?,british,,easy,S08_set2_a2,
Singapore,What became one of the most important commercial and military centres of the British Empire?,singapore,,medium,S08_set2_a2,
Singapore,"Who boasted a sizeable community of 100,000 by 1869?",british india office,,hard,S08_set2_a2,
Singapore,How do reservoirs and water relate?,"by 2001, there were 19 raw water reservoirs, 9 treatment works and 14 storage or service reservoirs locally to serve domestic needs ",,hard,S08_set2_a2,
Singapore,Is it true that singapore has several long - standing disputes with malaysia?,yes,,easy,S08_set2_a2,
Singapore,Has Singapore Changi Airport a network of 81 airlines connecting Singapore to 185 cities in 58 countries ?,yes,,easy,S08_set2_a2,
Singapore,Has Singapore a network of reservoirs and water catchment areas ?,yes,,easy,S08_set2_a2,
Singapore,"Has Urbanization eliminated many areas of former primary rainforest , with the only remaining area of primary rainforest being Bukit Timah Nature Reserve ?",yes,,easy,S08_set2_a2,
Singapore,"Does the economy not depend heavily on exports refining imported goods , especially in manufacturing ?",no,,medium,S08_set2_a2,
Singapore,"Is singapore -LRB- ; (: ; , -RRB- , officially the republic of singapore -LRB- ; (: ; , -RRB- , an island nation located at the southern tip of the malay peninsula?",yes,,easy,S08_set2_a2,
Singapore,Is singapore the 17th wealthiest country in the world in terms of gdp per capita?,no,,easy,S08_set2_a2,
Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,yes,easy,easy,S08_set3_a7,
Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,yes,easy,easy,S08_set3_a7,
Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,yes,easy,easy,S08_set3_a7,
Theodore_Roosevelt,Where was Theodore Roosevelt born?,28 east 20th street in the modern-day gramercy section of new york city,medium,medium,S08_set3_a7,
Theodore_Roosevelt,What did Roosevelt do to improve his physical condition?,roosevelt took up exercise,medium,hard,S08_set3_a7,
Theodore_Roosevelt,Why did Roosevelt start Boxing lessons?,to deal with bullies,medium,medium,S08_set3_a7,
Theodore_Roosevelt,What was the nickname of Theodore Roosevelt's sister Anna?,bamie as a child and bye as an adult,hard,medium,S08_set3_a7,
Theodore_Roosevelt,What was Roosevelt's justification for supporting desegregation of schools in New York?,noting that his children had been educated with other races and there was nothing wrong with it,hard,too hard,S08_set3_a7,
Theodore_Roosevelt,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,"""mixing of the races on social occassions""",hard,hard,S08_set3_a7,
Theodore_Roosevelt,Did Theodore Roosevelt study Judo?,no,easy,easy,S08_set3_a7,
Theodore_Roosevelt,Did Roosevelt receive a Medal of Honor?,yes,easy,hard,S08_set3_a7,
Theodore_Roosevelt,Did Roosevelt study biology?,yes,easy,easy,S08_set3_a7,
Theodore_Roosevelt,Where was Theodore Roosevelt from?,gramercy section of new york city,medium,hard,S08_set3_a7,
Theodore_Roosevelt,Who was Roosevelt's presidential hero?,lincoln was roosevelt's presidential hero,medium,medium,S08_set3_a7,
Theodore_Roosevelt,When did Roosevelt die?,"on january 6, 1919, roosevelt died in his sleep",medium,medium,S08_set3_a7,
Theodore_Roosevelt,Who helped to fund Roosevelt's African safari?,financed by andrew carnegie and his own proposed writings,hard,hard,S08_set3_a7,
Theodore_Roosevelt,Did Roosevelt support racial integration in schools?,yes,hard,too hard,S08_set3_a7,
Theodore_Roosevelt,Was Roosevelt's family rich?,yes,hard,hard,S08_set3_a7,
turtle,Are turtles ectothermic?,yes,easy,easy,S08_set1_a9,
turtle,Does the mother care for the young?,no,easy,medium,S08_set1_a9,
turtle,Are turtles pets?,yes,easy,medium,S08_set1_a9,
turtle,What shape are the eggs of the larest species of turtle?,spherical,medium,medium,S08_set1_a9,
turtle,How often do turtles breed?,every few years or more,medium,medium,S08_set1_a9,
turtle,What do all turtles and tortoises breathe?,air,medium,easy,S08_set1_a9,
turtle,How do turtles reproduce?,they lay eggs,hard,too hard,S08_set1_a9,
turtle,What has been discovered about turtles organs?,they do not gradually break down or become less efficient over time,hard,hard,S08_set1_a9,
turtle,What suborder of turtle draws its head into its shell?,pleurodira,hard,hard,S08_set1_a9,
turtle,Do sea turtles lay eggs on dry sandy beaches?,yes,easy,easy,S08_set1_a9,
turtle,Are Pleurodira known as side-necked turtles?,yes,easy,easy,S08_set1_a9,
turtle,Are turtles a part of the Flying Spaghetti Monster?,*shrug*,easy,easy,S08_set1_a9,
turtle,How many suborders are turtles divided into?,three,medium,medium,S08_set1_a9,
turtle,Name a turtle popularly kept as a pet.,russian tortoises,medium,hard,S08_set1_a9,
turtle,Name four related articles for the article on turtles.,"triassic, ernst haeckel, kunstformen der natur, animal",medium,medium,S08_set1_a9,
turtle,"If a turtle egg was kept warm, what would likely hatch?",a female turtle,hard,hard,S08_set1_a9,
turtle,What do turles use to breathe in the water?,papillae,hard,hard,S08_set1_a9,
turtle,Why are side-necked turtles called side-necked turtles?,because of the way they withdraw their heads into their shells,hard,medium,S08_set1_a9,
turtle,Do turtles lay eggs underwater?,no,easy,easy,S08_set1_a9,
turtle,Are turtle eggs leathery and soft?,yes,easy,easy,S08_set1_a9,
turtle,Are turtles being examined for longevity genes?,yes,easy,easy,S08_set1_a9,
turtle,What suborder of turtles is extinct?,paracryptodira,medium,medium,S08_set1_a9,
turtle,What do turtle eggs preared to eat consist mainly of?,yolk,medium,medium,S08_set1_a9,
turtle,Where do sea turtles lay their eggs?,holes dug into the mud or sand,medium,medium,S08_set1_a9,
turtle,What is the smallest suborder of turtles?,pleurodira,hard,medium,S08_set1_a9,
turtle,What are turtle eggs covered in when they incubate?,mud or sand,hard,hard,S08_set1_a9,
turtle,What type of creatures breathe air and don't lay eggs underwater?,amniotes,hard,hard,S08_set1_a9,
turtle,What are deposited in holes dug into mud or sand?,eggs,,easy,S08_set1_a9,
turtle,What sort of turtles are ectothermic?,all of them,,medium,S08_set1_a9,
turtle,Are the largest turtles aquatic?,yes,,easy,S08_set1_a9,
turtle,Is aquatic respiration in Australian freshwater turtles being studied?,yes,,easy,S08_set1_a9,
turtle,"These projections , called papillae , have what?",a rich blood supply,,medium,S08_set1_a9,
turtle,The eggs of the largest species are what?,spherical,,medium,S08_set1_a9,
turtle,Has this inspired genetic researchers to begin examining the turtle genome for longevity genes ?,yes,,easy,S08_set1_a9,
turtle,Can turtles take many years to reach breeding age ?,yes,,easy,S08_set1_a9,
turtle,Are Immature sea turtles not cared for by the adults ?,yes,,medium,S08_set1_a9,
turtle,"Are the Pleurodira sometimes known as the side-necked turtles , a reference to the way they withdraw their heads into their shells ?",yes,,easy,S08_set1_a9,
turtle,"Does the Order Testudines not include both extant -LRB- living -RRB- and extinct species , the earliest known turtles being from around 215 million years ago ?",yes,,easy,S08_set1_a9,
